component_name,particle,bin_id,direction_tag,theta_min_deg,theta_max_deg,theta_mid_deg,mu_high,mu_low,mu_mid,delta_omega_sr,black_hole_mode,energy_unit_raw,energy_unit_cosima,flux_unit_raw,integral_per_sr_cm2_s,flux_cm2_s,raw_spectrum_path,cosima_spectrum_path,source_file,expacs_lat_deg,expacs_lon_deg,expacs_altitude_km,expacs_Rc_GV,W_or_date
Atm_eminus_bin00_down,eminus,00,atm_down,0.000000,25.841933,18.194872,1.000000,0.900000,0.950000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,4.906714046847e-03,3.082979360568e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eminus_bin00_theta18.19_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eminus_bin00_theta18.19_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_eminus_bin01_down,eminus,01,atm_down,25.841933,36.869898,31.788331,0.900000,0.800000,0.850000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,6.126832231049e-03,3.849602225368e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eminus_bin01_theta31.79_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eminus_bin01_theta31.79_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_eminus_bin02_down,eminus,02,atm_down,36.869898,45.572996,41.409622,0.800000,0.700000,0.750000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,7.425994073922e-03,4.665889685647e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eminus_bin02_theta41.41_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eminus_bin02_theta41.41_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_eminus_bin03_down,eminus,03,atm_down,45.572996,53.130102,49.458398,0.700000,0.600000,0.650000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,8.823294673245e-03,5.543839545185e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eminus_bin03_theta49.46_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eminus_bin03_theta49.46_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_eminus_bin04_down,eminus,04,atm_down,53.130102,60.000000,56.632987,0.600000,0.500000,0.550000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,1.034633458810e-02,6.500793746710e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eminus_bin04_theta56.63_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eminus_bin04_theta56.63_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_eminus_bin05_down,eminus,05,atm_down,60.000000,66.421822,63.256316,0.500000,0.400000,0.450000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,1.203745369759e-02,7.563355220854e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eminus_bin05_theta63.26_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eminus_bin05_theta63.26_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_eminus_bin06_down,eminus,06,atm_down,66.421822,72.542397,69.512685,0.400000,0.300000,0.350000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,1.396724087960e-02,8.775876267653e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eminus_bin06_theta69.51_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eminus_bin06_theta69.51_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_eminus_bin07_down,eminus,07,atm_down,72.542397,78.463041,75.522488,0.300000,0.200000,0.250000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,1.626915790405e-02,1.022221339029e-02,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eminus_bin07_theta75.52_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eminus_bin07_theta75.52_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_eminus_bin08_down,eminus,08,atm_down,78.463041,84.260830,81.373073,0.200000,0.100000,0.150000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,1.925662498834e-02,1.209929431926e-02,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eminus_bin08_theta81.37_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eminus_bin08_theta81.37_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_eminus_bin09_down,eminus,09,atm_down,84.260830,90.000000,87.134016,0.100000,0.000000,0.050000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,2.415567690914e-02,1.517745942405e-02,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eminus_bin09_theta87.13_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eminus_bin09_theta87.13_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_eminus_bin10_up,eminus,10,atm_up_albedo_like,90.000000,95.739170,92.865984,0.000000,-0.100000,-0.050000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,3.289272321222e-02,2.066710752001e-02,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eminus_bin10_theta92.87_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eminus_bin10_theta92.87_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_eminus_bin11_up,eminus,11,atm_up_albedo_like,95.739170,101.536959,98.626927,-0.100000,-0.200000,-0.150000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,2.786565527710e-02,1.750850758120e-02,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eminus_bin11_theta98.63_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eminus_bin11_theta98.63_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_eminus_bin12_up,eminus,12,atm_up_albedo_like,101.536959,107.457603,104.477512,-0.200000,-0.300000,-0.250000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,2.446405598234e-02,1.537121971023e-02,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eminus_bin12_theta104.48_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eminus_bin12_theta104.48_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_eminus_bin13_up,eminus,13,atm_up_albedo_like,107.457603,113.578178,110.487315,-0.300000,-0.400000,-0.350000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,2.169914579580e-02,1.363397540425e-02,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eminus_bin13_theta110.49_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eminus_bin13_theta110.49_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_eminus_bin14_up,eminus,14,atm_up_albedo_like,113.578178,120.000000,116.743684,-0.400000,-0.500000,-0.450000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,1.929934706455e-02,1.212613739141e-02,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eminus_bin14_theta116.74_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eminus_bin14_theta116.74_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_eminus_bin15_up,eminus,15,atm_up_albedo_like,120.000000,126.869898,123.367013,-0.500000,-0.600000,-0.550000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,1.714372792717e-02,1.077172194223e-02,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eminus_bin15_theta123.37_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eminus_bin15_theta123.37_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_eminus_bin16_up,eminus,16,atm_up_albedo_like,126.869898,134.427004,130.541602,-0.600000,-0.700000,-0.650000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,1.516609547894e-02,9.529138828057e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eminus_bin16_theta130.54_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eminus_bin16_theta130.54_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_eminus_bin17_up,eminus,17,atm_up_albedo_like,134.427004,143.130102,138.590378,-0.700000,-0.800000,-0.750000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,1.332560624648e-02,8.372725337717e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eminus_bin17_theta138.59_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eminus_bin17_theta138.59_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_eminus_bin18_up,eminus,18,atm_up_albedo_like,143.130102,154.158067,148.211669,-0.800000,-0.900000,-0.850000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,1.159497915340e-02,7.285340265368e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eminus_bin18_theta148.21_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eminus_bin18_theta148.21_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_eminus_bin19_up,eminus,19,atm_up_albedo_like,154.158067,180.000000,161.805128,-0.900000,-1.000000,-0.950000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,9.954930660628e-03,6.254867406085e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eminus_bin19_theta161.81_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eminus_bin19_theta161.81_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_eplus_bin00_down,eplus,00,atm_down,0.000000,25.841933,18.194872,1.000000,0.900000,0.950000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,1.664382146963e-03,1.045762145133e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eplus_bin00_theta18.19_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eplus_bin00_theta18.19_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_eplus_bin01_down,eplus,01,atm_down,25.841933,36.869898,31.788331,0.900000,0.800000,0.850000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,2.581834819995e-03,1.622214660656e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eplus_bin01_theta31.79_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eplus_bin01_theta31.79_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_eplus_bin02_down,eplus,02,atm_down,36.869898,45.572996,41.409622,0.800000,0.700000,0.750000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,3.575433858175e-03,2.246511348448e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eplus_bin02_theta41.41_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eplus_bin02_theta41.41_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_eplus_bin03_down,eplus,03,atm_down,45.572996,53.130102,49.458398,0.700000,0.600000,0.650000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,4.663723773497e-03,2.930304069038e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eplus_bin03_theta49.46_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eplus_bin03_theta49.46_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_eplus_bin04_down,eplus,04,atm_down,53.130102,60.000000,56.632987,0.600000,0.500000,0.550000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,5.873578295646e-03,3.690478084777e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eplus_bin04_theta56.63_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eplus_bin04_theta56.63_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_eplus_bin05_down,eplus,05,atm_down,60.000000,66.421822,63.256316,0.500000,0.400000,0.450000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,7.246346130410e-03,4.553013553733e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eplus_bin05_theta63.26_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eplus_bin05_theta63.26_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_eplus_bin06_down,eplus,06,atm_down,66.421822,72.542397,69.512685,0.400000,0.300000,0.350000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,8.851210913835e-03,5.561379836456e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eplus_bin06_theta69.51_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eplus_bin06_theta69.51_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_eplus_bin07_down,eplus,07,atm_down,72.542397,78.463041,75.522488,0.300000,0.200000,0.250000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,1.081955914901e-02,6.798129507522e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eplus_bin07_theta75.52_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eplus_bin07_theta75.52_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_eplus_bin08_down,eplus,08,atm_down,78.463041,84.260830,81.373073,0.200000,0.100000,0.150000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,1.346176244704e-02,8.458274801601e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eplus_bin08_theta81.37_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eplus_bin08_theta81.37_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_eplus_bin09_down,eplus,09,atm_down,84.260830,90.000000,87.134016,0.100000,0.000000,0.050000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,1.800362171127e-02,1.131200914123e-02,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eplus_bin09_theta87.13_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eplus_bin09_theta87.13_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_eplus_bin10_up,eplus,10,atm_up_albedo_like,90.000000,95.739170,92.865984,0.000000,-0.100000,-0.050000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,2.202683872342e-02,1.383987094306e-02,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eplus_bin10_theta92.87_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eplus_bin10_theta92.87_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_eplus_bin11_up,eplus,11,atm_up_albedo_like,95.739170,101.536959,98.626927,-0.100000,-0.200000,-0.150000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,1.778907867165e-02,1.117720777379e-02,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eplus_bin11_theta98.63_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eplus_bin11_theta98.63_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_eplus_bin12_up,eplus,12,atm_up_albedo_like,101.536959,107.457603,104.477512,-0.200000,-0.300000,-0.250000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,1.499319797785e-02,9.420504124204e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eplus_bin12_theta104.48_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eplus_bin12_theta104.48_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_eplus_bin13_up,eplus,13,atm_up_albedo_like,107.457603,113.578178,110.487315,-0.300000,-0.400000,-0.350000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,1.275399322484e-02,8.013570283820e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eplus_bin13_theta110.49_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eplus_bin13_theta110.49_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_eplus_bin14_up,eplus,14,atm_up_albedo_like,113.578178,120.000000,116.743684,-0.400000,-0.500000,-0.450000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,1.083114114577e-02,6.805406690707e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eplus_bin14_theta116.74_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eplus_bin14_theta116.74_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_eplus_bin15_up,eplus,15,atm_up_albedo_like,120.000000,126.869898,123.367013,-0.500000,-0.600000,-0.550000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,9.118410821333e-03,5.729266489743e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eplus_bin15_theta123.37_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eplus_bin15_theta123.37_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_eplus_bin16_up,eplus,16,atm_up_albedo_like,126.869898,134.427004,130.541602,-0.600000,-0.700000,-0.650000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,7.557984607658e-03,4.748821783872e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eplus_bin16_theta130.54_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eplus_bin16_theta130.54_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_eplus_bin17_up,eplus,17,atm_up_albedo_like,134.427004,143.130102,138.590378,-0.700000,-0.800000,-0.750000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,6.114353770815e-03,3.841761777568e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eplus_bin17_theta138.59_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eplus_bin17_theta138.59_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_eplus_bin18_up,eplus,18,atm_up_albedo_like,143.130102,154.158067,148.211669,-0.800000,-0.900000,-0.850000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,4.763895930704e-03,2.993244091673e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eplus_bin18_theta148.21_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eplus_bin18_theta148.21_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_eplus_bin19_up,eplus,19,atm_up_albedo_like,154.158067,180.000000,161.805128,-0.900000,-1.000000,-0.950000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,3.489972853777e-03,2.192814615731e-03,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_eplus_bin19_theta161.81_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/eplus_bin19_theta161.81_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
