component_name,particle,bin_id,direction_tag,theta_min_deg,theta_max_deg,theta_mid_deg,mu_high,mu_low,mu_mid,delta_omega_sr,black_hole_mode,energy_unit_raw,energy_unit_cosima,flux_unit_raw,integral_per_sr_cm2_s,flux_cm2_s,raw_spectrum_path,cosima_spectrum_path,source_file,expacs_lat_deg,expacs_lon_deg,expacs_altitude_km,expacs_Rc_GV,W_or_date
Atm_muminus_bin00_down,muminus,00,atm_down,0.000000,25.841933,18.194872,1.000000,0.900000,0.950000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,5.398437081755e-04,3.391938055382e-04,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muminus_bin00_theta18.19_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muminus_bin00_theta18.19_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_muminus_bin01_down,muminus,01,atm_down,25.841933,36.869898,31.788331,0.900000,0.800000,0.850000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,5.630844149266e-04,3.537963722569e-04,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muminus_bin01_theta31.79_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muminus_bin01_theta31.79_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_muminus_bin02_down,muminus,02,atm_down,36.869898,45.572996,41.409622,0.800000,0.700000,0.750000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,5.871124612926e-04,3.688936390456e-04,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muminus_bin02_theta41.41_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muminus_bin02_theta41.41_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_muminus_bin03_down,muminus,03,atm_down,45.572996,53.130102,49.458398,0.700000,0.600000,0.650000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,6.120261779750e-04,3.845473889062e-04,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muminus_bin03_theta49.46_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muminus_bin03_theta49.46_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_muminus_bin04_down,muminus,04,atm_down,53.130102,60.000000,56.632987,0.600000,0.500000,0.550000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,6.379606984969e-04,4.008425287353e-04,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muminus_bin04_theta56.63_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muminus_bin04_theta56.63_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_muminus_bin05_down,muminus,05,atm_down,60.000000,66.421822,63.256316,0.500000,0.400000,0.450000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,6.651092515078e-04,4.179004676743e-04,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muminus_bin05_theta63.26_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muminus_bin05_theta63.26_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_muminus_bin06_down,muminus,06,atm_down,66.421822,72.542397,69.512685,0.400000,0.300000,0.350000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,6.937646612559e-04,4.359051926244e-04,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muminus_bin06_theta69.51_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muminus_bin06_theta69.51_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_muminus_bin07_down,muminus,07,atm_down,72.542397,78.463041,75.522488,0.300000,0.200000,0.250000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,7.244120998472e-04,4.551615462103e-04,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muminus_bin07_theta75.52_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muminus_bin07_theta75.52_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_muminus_bin08_down,muminus,08,atm_down,78.463041,84.260830,81.373073,0.200000,0.100000,0.150000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,7.579869316371e-04,4.762572351896e-04,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muminus_bin08_theta81.37_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muminus_bin08_theta81.37_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_muminus_bin09_down,muminus,09,atm_down,84.260830,90.000000,87.134016,0.100000,0.000000,0.050000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,7.969801827085e-04,5.007574174107e-04,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muminus_bin09_theta87.13_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muminus_bin09_theta87.13_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_muminus_bin10_up,muminus,10,atm_up_albedo_like,90.000000,95.739170,92.865984,0.000000,-0.100000,-0.050000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,2.965497203118e-04,1.863276845511e-04,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muminus_bin10_theta92.87_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muminus_bin10_theta92.87_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_muminus_bin11_up,muminus,11,atm_up_albedo_like,95.739170,101.536959,98.626927,-0.100000,-0.200000,-0.150000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,2.256615589465e-04,1.417873391568e-04,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muminus_bin11_theta98.63_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muminus_bin11_theta98.63_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_muminus_bin12_up,muminus,12,atm_up_albedo_like,101.536959,107.457603,104.477512,-0.200000,-0.300000,-0.250000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,1.840902088942e-04,1.156672895719e-04,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muminus_bin12_theta104.48_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muminus_bin12_theta104.48_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_muminus_bin13_up,muminus,13,atm_up_albedo_like,107.457603,113.578178,110.487315,-0.300000,-0.400000,-0.350000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,1.528274288040e-04,9.602430551956e-05,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muminus_bin13_theta110.49_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muminus_bin13_theta110.49_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_muminus_bin14_up,muminus,14,atm_up_albedo_like,113.578178,120.000000,116.743684,-0.400000,-0.500000,-0.450000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,1.271063080871e-04,7.986324874224e-05,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muminus_bin14_theta116.74_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muminus_bin14_theta116.74_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_muminus_bin15_up,muminus,15,atm_up_albedo_like,120.000000,126.869898,123.367013,-0.500000,-0.600000,-0.550000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,1.049146713369e-04,6.591983214515e-05,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muminus_bin15_theta123.37_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muminus_bin15_theta123.37_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_muminus_bin16_up,muminus,16,atm_up_albedo_like,126.869898,134.427004,130.541602,-0.600000,-0.700000,-0.650000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,8.519334552939e-05,5.352855768998e-05,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muminus_bin16_theta130.54_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muminus_bin16_theta130.54_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_muminus_bin17_up,muminus,17,atm_up_albedo_like,134.427004,143.130102,138.590378,-0.700000,-0.800000,-0.750000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,6.730832105698e-05,4.229106539161e-05,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muminus_bin17_theta138.59_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muminus_bin17_theta138.59_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_muminus_bin18_up,muminus,18,atm_up_albedo_like,143.130102,154.158067,148.211669,-0.800000,-0.900000,-0.850000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,5.084607212683e-05,3.194752933151e-05,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muminus_bin18_theta148.21_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muminus_bin18_theta148.21_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_muminus_bin19_up,muminus,19,atm_up_albedo_like,154.158067,180.000000,161.805128,-0.900000,-1.000000,-0.950000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,3.551952647047e-05,2.231757668372e-05,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muminus_bin19_theta161.81_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muminus_bin19_theta161.81_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_muplus_bin00_down,muplus,00,atm_down,0.000000,25.841933,18.194872,1.000000,0.900000,0.950000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,6.030143603955e-04,3.788850969255e-04,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muplus_bin00_theta18.19_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muplus_bin00_theta18.19_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_muplus_bin01_down,muplus,01,atm_down,25.841933,36.869898,31.788331,0.900000,0.800000,0.850000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,6.299695335701e-04,3.958215317298e-04,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muplus_bin01_theta31.79_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muplus_bin01_theta31.79_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_muplus_bin02_down,muplus,02,atm_down,36.869898,45.572996,41.409622,0.800000,0.700000,0.750000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,6.578277329614e-04,4.133253546399e-04,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muplus_bin02_theta41.41_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muplus_bin02_theta41.41_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_muplus_bin03_down,muplus,03,atm_down,45.572996,53.130102,49.458398,0.700000,0.600000,0.650000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,6.867050811510e-04,4.314695276254e-04,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muplus_bin03_theta49.46_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muplus_bin03_theta49.46_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_muplus_bin04_down,muplus,04,atm_down,53.130102,60.000000,56.632987,0.600000,0.500000,0.550000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,7.167609169363e-04,4.503541662054e-04,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muplus_bin04_theta56.63_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muplus_bin04_theta56.63_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_muplus_bin05_down,muplus,05,atm_down,60.000000,66.421822,63.256316,0.500000,0.400000,0.450000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,7.482229597851e-04,4.701223507416e-04,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muplus_bin05_theta63.26_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muplus_bin05_theta63.26_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_muplus_bin06_down,muplus,06,atm_down,66.421822,72.542397,69.512685,0.400000,0.300000,0.350000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,7.814364882632e-04,4.909910261550e-04,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muplus_bin06_theta69.51_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muplus_bin06_theta69.51_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_muplus_bin07_down,muplus,07,atm_down,72.542397,78.463041,75.522488,0.300000,0.200000,0.250000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,8.169746748869e-04,5.133203273587e-04,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muplus_bin07_theta75.52_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muplus_bin07_theta75.52_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_muplus_bin08_down,muplus,08,atm_down,78.463041,84.260830,81.373073,0.200000,0.100000,0.150000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,8.559472679462e-04,5.378075297680e-04,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muplus_bin08_theta81.37_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muplus_bin08_theta81.37_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_muplus_bin09_down,muplus,09,atm_down,84.260830,90.000000,87.134016,0.100000,0.000000,0.050000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,9.013452092266e-04,5.663318975309e-04,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muplus_bin09_theta87.13_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muplus_bin09_theta87.13_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_muplus_bin10_up,muplus,10,atm_up_albedo_like,90.000000,95.739170,92.865984,0.000000,-0.100000,-0.050000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,3.282443385199e-04,2.062420004953e-04,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muplus_bin10_theta92.87_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muplus_bin10_theta92.87_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_muplus_bin11_up,muplus,11,atm_up_albedo_like,95.739170,101.536959,98.626927,-0.100000,-0.200000,-0.150000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,2.493825163353e-04,1.566916562505e-04,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muplus_bin11_theta98.63_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muplus_bin11_theta98.63_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_muplus_bin12_up,muplus,12,atm_up_albedo_like,101.536959,107.457603,104.477512,-0.200000,-0.300000,-0.250000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,2.032198930327e-04,1.276868246029e-04,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muplus_bin12_theta104.48_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muplus_bin12_theta104.48_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_muplus_bin13_up,muplus,13,atm_up_albedo_like,107.457603,113.578178,110.487315,-0.300000,-0.400000,-0.350000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,1.685429813123e-04,1.058986783809e-04,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muplus_bin13_theta110.49_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muplus_bin13_theta110.49_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_muplus_bin14_up,muplus,14,atm_up_albedo_like,113.578178,120.000000,116.743684,-0.400000,-0.500000,-0.450000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,1.400372817335e-04,8.798801910455e-05,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muplus_bin14_theta116.74_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muplus_bin14_theta116.74_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_muplus_bin15_up,muplus,15,atm_up_albedo_like,120.000000,126.869898,123.367013,-0.500000,-0.600000,-0.550000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,1.154608475350e-04,7.254619007862e-05,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muplus_bin15_theta123.37_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muplus_bin15_theta123.37_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_muplus_bin16_up,muplus,16,atm_up_albedo_like,126.869898,134.427004,130.541602,-0.600000,-0.700000,-0.650000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,9.363414346007e-05,5.883206744387e-05,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muplus_bin16_theta130.54_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muplus_bin16_theta130.54_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_muplus_bin17_up,muplus,17,atm_up_albedo_like,134.427004,143.130102,138.590378,-0.700000,-0.800000,-0.750000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,7.385144652931e-05,4.640223237469e-05,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muplus_bin17_theta138.59_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muplus_bin17_theta138.59_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_muplus_bin18_up,muplus,18,atm_up_albedo_like,143.130102,154.158067,148.211669,-0.800000,-0.900000,-0.850000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,5.565269180538e-05,3.496761754565e-05,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muplus_bin18_theta148.21_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muplus_bin18_theta148.21_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
Atm_muplus_bin19_up,muplus,19,atm_up_albedo_like,154.158067,180.000000,161.805128,-0.900000,-1.000000,-0.950000,0.6283185307,No,MeV,keV_total,cm^-2 s^-1 MeV^-1 sr^-1,3.871869110268e-05,2.432767110496e-05,expacs_fullsphere_20bin_sources/raw_expacs/spectrum_muplus_bin19_theta161.81_BHNo.dat,expacs_fullsphere_20bin_sources/cosima_spectra/muplus_bin19_theta161.81_pdf.dat,expacs_fullsphere_20bin_sources/Background_atm_fullsphere_allparticles_20bins.source,34.000000,100.000000,38.000000,11.6,2025-08-31; W=118.3
